Title,Director,Cast,genres,original_language,overview,popularity,release_date,runtime,title,vote_average,emotion_mood,genre_mood,final_mood
I Smile Back,Adam Salky ,"Sarah Silverman, Josh Charles, Thomas Sadoski, Mia Barron, Skylar Gaertner, Shayne Coleman, Kristin Griffith, Chris Sarandon, Terry Kinney",Drama,en,"Laney is an attractive, intelligent suburban wife and devoted mother of two adorable children. She has the perfect husband who plays basketball with the kids in the driveway, a pristine house, and a shiny SUV for carting the children to their next activity. However, just beneath the façade lie depression and disillusionment that send her careening into a secret world of reckless compulsion. Only very real danger will force her to face the painful root of her destructiveness and its crumbling effect on those she loves.",8.404,2015.0,1 hrs 25 min,I Smile Back,6.2,Happy,Emotional,Emotional
Scouts Guide to the Zombie Apocalypse,Christopher Landon ,"Tye Sheridan, David Koechner","Comedy,Horror",en,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",50.115,2015.0,1 hrs 33 min,Scouts Guide to the Zombie Apocalypse,6.5,Happy,Happy,Happy
Our Brand Is Crisis,David Gordon Green ,"Sandra Bullock, Billy Bob Thornton, Anthony Mackie, Joaquim de Almeida, Ann Dowd, Scoot McNairy, Zoe Kazan","Comedy,Drama",en,"Based on the documentary ""Our Brand Is Crisis"", this feature focuses on the use of American political campaign strategies in South America.",13.253,2015.0,1 hrs 48 min,Our Brand Is Crisis,5.8,Intense,Happy,Intense
Freaks of Nature,Robbie Pickering ,"Nicholas Braun, Mackenzie Davis, Josh Fadem, Joan Cusack, Bob Odenkirk, Keegan-Michael Key, Ed Westwick, Patton Oswalt, Vanessa Hudgens, Denis Leary","Science Fiction,Comedy,Horror",en,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers-one human, one vampire, and one zombie-have to team up to figure out how to get rid of the visitors.",16.104,2015.0,1 hrs 32 min,Freaks of Nature,6.2,Thrilling,Happy,Thrilling
Burnt,John Wells ,"Bradley Cooper, Sienna Miller, Omar Sy, Daniel Brühl, Riccardo Scamarcio, Sam Keeley, Alicia Vikander, Matthew Rhys, Lily James, Uma Thurman, Emma Thompson",Drama,en,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",14.134,2015.0,1 hrs 40 min,Burnt,6.5,Sad,Emotional,Sad
Brooklyn,John Crowley ,"Saoirse Ronan, Emory Cohen, Domhnall Gleeson, Jim Broadbent, Julie Walters","Romance,Drama",en,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.",16.923,2015.0,1 hrs 51 min,Brooklyn,7.3,Thrilling,Romantic,Romantic
Spectre,Sam Mendes ,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ben Whishaw, Naomie Harris, Dave Bautista, Monica Bellucci, Ralph Fiennes","Action,Adventure,Thriller",en,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",36.355,2015.0,2 hrs 28 min,Spectre,6.5,Intense,Intense,Intense
Spotlight,Tom McCarthy ,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Stanley Tucci","Drama,History",en,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",16.135,2015.0,2 hrs 9 min,Spotlight,7.812,Intense,Emotional,Intense
The Peanuts Movie,Steve Martino ,"Noah Schnapp, Hadley Belle Miller, Mariel Sheets, Alex Garfin, Francesca Angelucci Capaldi, Troy ""Trombone Shorty"" Andrews, Kristin Chenoweth, Bill Melendez","Comedy,Animation,Family",en,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",35.553,2015.0,1 hrs 28 min,The Peanuts Movie,6.859,Happy,Happy,Happy
The 33,Patricia Riggen ,"Antonio Banderas, Rodrigo Santoro, Juliette Binoche, James Brolin, Lou Diamond Phillips, Mario Casas, Adriana Barraza, Kate del Castillo, Cote de Pablo, Bob Gunton, Gabriel Byrne","Drama,History",en,"Based on the true story of the collapse of a mine in San Jose, Chile—that left 33 miners isolated underground for 69 days.",15.163,2015.0,2 hrs 0 min,The 33,6.4,Sad,Emotional,Sad
My All American,Angelo Pizzo ,"Aaron Eckhart, Finn Wittrock, Robin Tunney, Sarah Bolger",Drama,en,"Freddie Steinmark, an underdog on the gridiron, faces the toughest challenge of his life after leading his team to a championship season.",9.38,2015.0,1 hrs 58 min,My All American,7.1,Happy,Emotional,Emotional
Love the Coopers,Jessie Nelson ,"John Goodman, Diane Keaton, Amanda Seyfried, Alan Arkin, Olivia Wilde, Ed Helms, Marisa Tomei, June Squibb, Dan Amboyer","Drama,Comedy,Family",en,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",28.965,2015.0,1 hrs 47 min,Love the Coopers,5.996,Happy,Emotional,Emotional
Carol,Todd Haynes ,"Cate Blanchett, Rooney Mara, Sarah Paulson, Jake Lacy, Kyle Chandler","Romance,Drama",en,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",14.897,2015.0,1 hrs 58 min,Carol,7.489,Thrilling,Romantic,Romantic
Legend,Brian Helgeland ,"Tom Hardy, Emily Browning, Colin Morgan, David Thewlis, Christopher Eccleston, Chazz Palminteri","Crime,Thriller",en,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",46.788,2015.0,2 hrs 12 min,Legend,7.0,Thrilling,Thrilling,Thrilling
The Night Before,Jonathan Levine ,"Joseph Gordon-Levitt, Seth Rogen, Anthony Mackie","Comedy,Adventure,Fantasy",en,"In New York City for their annual tradition of Christmas Eve debauchery, three lifelong best friends set out to find the Holy Grail of Christmas parties since their yearly reunion might be coming to an end.",12.615,2015.0,1 hrs 41 min,The Night Before,6.1,Happy,Happy,Happy
Creed,Ryan Coogler ,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad, Anthony Bellew","Action,Drama",en,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",83.369,2015.0,2 hrs 13 min,Creed,7.41,Happy,Intense,Intense
The Good Dinosaur,Peter Sohn ,"Raymond Ochoa, Jack Bright, Steve Zahn, Sam Elliott, Anna Paquin, A. J. Buckley, Frances McDormand, and Jeffrey Wright","Adventure,Animation,Family",en,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,57.231,2015.0,1 hrs 33 min,The Good Dinosaur,6.747,Thrilling,Adventurous,Adventurous
Victor Frankenstein,Paul McGuigan ,"Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott, Charles Dance","Drama,Science Fiction,Thriller",en,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,17.471,2015.0,1 hrs 49 min,Victor Frankenstein,5.919,Intense,Emotional,Intense
Krampus,Michael Dougherty ,"Adam Scott, Toni Collette, David Koechner, Allison Tolman, Conchata Ferrell, Emjay Anthony, Stefania LaVie Owen, Krista Stadler","Horror,Comedy,Fantasy",en,"When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers.",19.552,2015.0,1 hrs 38 min,Krampus,6.15,Sad,Horror,Sad
In the Heart of the Sea,Ron Howard ,"Chris Hemsworth, Benjamin Walker, Cillian Murphy, Tom Holland, Ben Whishaw, Brendan Gleeson","Thriller,Drama,Adventure,Action,History",en,"In the winter of 1820, the New England whaling ship Essex is assaulted by something no one could believe—a whale of mammoth size and will, and an almost human sense of vengeance.",25.663,2015.0,2 hrs 2 min,In the Heart of the Sea,6.744,Thrilling,Thrilling,Thrilling
The Big Short,Adam McKay ,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt","Comedy,Drama",en,The men who made millions from a global economic meltdown.,33.783,2015.0,2 hrs 11 min,The Big Short,7.339,Happy,Happy,Happy
Alvin and the Chipmunks: The Road Chip,Walt Becker ,"Jason Lee, Tony Hale, Kimberly Williams-Paisley, Josh Green, Bella Thorne, Justin Long, Matthew Gray Gubler, Jesse McCartney, Kaley Cuoco, Anna Faris, Christina Applegate","Adventure,Animation,Comedy,Family",en,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",39.066,2015.0,1 hrs 32 min,Alvin and the Chipmunks: The Road Chip,6.017,Sad,Adventurous,Sad
Sisters,Jason Moore ,"Amy Poehler, Tina Fey, John Cena, Maya Rudolph",Comedy,en,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,16.523,2015.0,1 hrs 58 min,Sisters,6.0,Thrilling,Happy,Thrilling
Star Wars: The Force Awakens,J. J. Abrams ,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Lupita Nyong'o, Andy Serkis, Domhnall Gleeson, Anthony Daniels, Peter Mayhew, Max von Sydow","Adventure,Action,Science Fiction",en,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",64.483,2015.0,2 hrs 16 min,Star Wars: The Force Awakens,7.296,Intense,Adventurous,Adventurous
Concussion,Peter Landesman ,"Will Smith, Alec Baldwin, Gugu Mbatha-Raw, Arliss Howard, Paul Reiser, Luke Wilson, Adewale Akinnuoye-Agbaje, David Morse, Albert Brooks","Drama,History",en,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",14.249,2015.0,2 hrs 3 min,Concussion,7.089,Happy,Emotional,Emotional
Daddy's Home,Sean Anders ,"Will Ferrell, Mark Wahlberg, Linda Cardellini",Comedy,en,"The story of a mild-mannered radio executive who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",24.12,2015.0,1 hrs 36 min,Daddy's Home,6.263,Happy,Happy,Happy
Joy,David O. Russell ,"Jennifer Lawrence, Robert De Niro, Édgar Ramírez, Diane Ladd, Virginia Madsen, Isabella Rossellini, Bradley Cooper","Drama,Comedy",en,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,31.575,2015.0,2 hrs 4 min,Joy,6.511,Sad,Emotional,Sad
The Hateful Eight,Quentin Tarantino ,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Channing Tatum","Drama,Mystery,Western",en,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,34.809,2015.0,3 hrs 8 min,The Hateful Eight,7.745,Intense,Emotional,Intense
The Revenant,Alejandro G. Iñárritu ,"Leonardo DiCaprio, Tom Hardy","Western,Drama,Adventure",en,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",51.205,2015.0,2 hrs 37 min,The Revenant,7.523,Intense,Emotional,Intense
Anomalisa,"Charlie Kaufman, Duke Johnson ","David Thewlis, Jennifer Jason Leigh, Tom Noonan","Animation,Drama,Romance,Comedy",en,An inspirational speaker becomes reinvigorated after meeting a lively woman who shakes up his mundane existence.,11.367,2015.0,1 hrs 30 min,Anomalisa,7.1,Happy,Emotional,Emotional
Paranormal Activity: The Marked Ones,Christopher Landon ,"Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Jessica Tyler Brown, Chloe Csengery, Renée Victor","Horror,Thriller",en,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",25.07,2014.0,1 hrs 24 min,Paranormal Activity: The Marked Ones,5.4,Thrilling,Horror,Horror
